UniqueCount	AmbigCount
45	2034
107	2178
3	632
1	98
2	375
27	201
10	4507
2	4999
0	4673
2	176
3	262
42	4660
238	2069
49	2077
1	1581
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	271
3	588
1	78
9	204
0	135
17	117
1	517
6	198
124	210
91	91
4	207
0	115
13	4
0	3
0	3
0	3
2196	7446
14	7446
4	824
4	14387
33	15690
6	2584
5	157
8	1221
4	7
3	2639
37	163
5	591
6	120
0	2095
0	125
2	2248
0	13993
0	4268
1	3889
10	3093
2	870
2	1810
104	3171
29	2078
196	3731
160	4287
16	441
26	831
18	267
41	2642
3	0
7	2146
2	1878
120	3025
6	1
0	71
0	2500
0	2502
0	126
2	3002
0	2482
0	399
0	6
0	1
0	399
0	2
0	927
4	816
0	102
66	462
7	87
47	2886
45	467
5	2412
1	103
3	68
2	1388
0	153
0	117
0	160
1	139
0	115
20	846
61	306
2134	1476
1	431
18	583
2	359
2	290
0	1008
5	1509
28	3467
7	3306
0	1763
5	3098
0	1823
0	115
0	215
0	1766
3	3295
3	17
1	746
0	866
4	749
8	718
0	837
4	98
3	148
0	376
0	367
0	1028
4	235
0	361
28	506
0	1106
0	1466
2	1439
0	1360
0	1425
3	826
0	42
1	53
0	103
2	48
0	104
0	58
1	802
0	92
16	959
1	257
3	10
0	422
0	127
0	109
1	47
0	28
0	137
138	6338
9	7466
1	7994
67	6286
0	7685
10	745
184	1247
172	811
0	441
0	842
0	954
12	323
0	1422
25	1383
25	1215
11	846
29	2
0	0
0	0
0	0
0	1
0	1
0	1807
185	1217
31	4746
39	4776
170	4295
205	3972
644	5376
1	3244
2	90
225	323
0	35
33	485
2	406
10	478
3	505
27	242
14	57
0	224
0	237
0	221
0	229
0	170
4	150
0	96
0	104
0	32
2	3
0	28
0	241
0	833
3	0
2	157
493	1855
1	132
5	1096
0	1042
5	1343
5	292
0	253
8	16
0	46
0	0
0	43
0	43
0	43
0	21
0	2
0	2
0	5
2	20
2	8
0	25
0	24
0	25
0	25
0	300
0	232
0	232
0	279
0	291
2	186
0	232
0	232
0	287
0	46
807	19
2	19
0	1
0	1
0	1
0	0
137	1287
0	856
13	1340
0	855
1	507
0	298
9	397
12	1383
224	896
70	2201
5	594
16	2401
75	2425
1	164
0	2
0	2
18	565
46	520
3	281
0	500
0	500
66	528
2	50
8	76
2	0
0	0
0	0
0	0
0	0
0	0
0	571
0	1110
0	1035
0	1023
0	1043
0	36
0	15
0	53
0	263
0	36
0	1024
0	1044
0	1035
0	1079
0	0
0	0
0	0
0	0
0	0
0	0
2315	182
0	182
23	4229
9	2085
15	2945
5	2562
139	3030
133	1769
1313	1910
0	1059
1	1608
1	51
0	218
1	97
0	273
0	279
0	280
1	308
0	280
0	1
170	131
7	78
8	3
9	10276
227	13359
231	11735
45	11780
7	9994
1	10377
14	8612
0	7590
4	6461
85	5009
4	4976
5	5275
4	3964
1	3275
4	4723
4	1962
0	1424
0	596
0	92
32	201
0	664
0	224
0	803
0	942
3	1040
0	256
0	150
10	141
2	87
0	49
0	605
3	332
0	870
2	1
1	221
18	1044
1	407
1	102
5	7
0	70
0	3
5	2
0	4
0	1
4	181
0	315
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	12540
1	15883
10	18146
29	685
215	5154
175	3424
0	12938
3	5661
641	5426
0	102
0	113
2	113
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	1
0	0
3	1
0	1
0	1
0	1
2	0
0	803
21	343
0	582
2	622
0	684
0	804
6	746
12	503
4	35
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	10
1	9
1	9
0	0
0	30
2	752
0	0
31	770
4	64
13	36
0	0
9	31
5	182
0	32
1	17
0	177
0	171
0	154
10	18
0	157
0	148
1	161
0	158
0	145
0	147
0	155
0	156
0	155
0	124
0	148
0	148
0	148
0	125
0	152
0	146
0	152
0	32
0	128
7	114
0	5
18165	2939
8	101
22	1522
13	735
0	1361
7	686
89	37
0	37
47	0
28	109
0	131
28	120
0	34
0	3
0	0
0	3
0	1
0	1
13	5276
43	5373
0	1217
59	4424
0	2
15	783
22	2910
0	2638
2	540
0	3088
0	2965
7	945
70	242
0	82
4	171
72	144
0	242
3	255
2	35
34	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4882
355	4131
5	1004
1	1113
4	757
3	772
5	473
0	428
121	389
0	206
0	9
90	9
10	4206
10	4049
133	5063
1	979
3	170
2	412
0	138
2	738
81	935
0	966
10	911
0	989
0	641
0	60
0	128
0	33
7	177
3	220
1	153
0	156
7	88
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	10
0	10
0	10
0	10
0	4
0	10
0	10
0	10
0	0
0	10
0	10
0	10
0	10
0	9
0	10
0	10
0	10
0	10
0	10
0	2
0	7
0	10
0	10
0	10
0	6
0	3
0	10
0	9
0	10
0	3
0	9
0	10
0	10
0	10
0	10
1	2
0	10
0	10
0	10
0	10
0	10
0	10
0	5
28	20
0	2
0	6
0	1
0	13
0	0
0	13
4	0
0	2
0	0
0	13
0	3
0	11
0	11
0	2
0	3
2	1
0	9
0	7
0	6
4	6
0	40
3	42
0	43
0	8
0	5
29	57
1	63
0	34
1	6
0	6
0	7
0	4
0	0
0	1
0	3
1	0
0	2
0	2
0	4
0	4
10	3
2	1196
38	2779
82	3673
11	2787
39	2834
82	3066
214	3060
3	2081
16	74
5	74
8	1974
23	230
0	3829
3	18
0	3813
1	2068
7	2070
4	7
0	623
0	525
10	177
0	1
0	1
0	3
0	3
0	3
0	1
0	0
0	2
0	2
1	0
0	0
0	0
63	1124
0	1124
3	1134
29	1108
0	983
6	941
0	84
0	55
2	51
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	1
0	1
118	116
0	0
0	6
0	0
3	59
0	112
0	64
0	56
0	39
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	73
0	86
0	55
82	2452
0	1094
10	2526
0	283
0	158
3	34
0	266
0	282
8	531
38	2526
0	0
0	0
0	0
0	0
125	6077
0	1979
1663	6582
22	6102
2	240
0	292
0	259
0	290
0	5
3	37
36	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	945
0	992
5	630
14	912
10	613
0	607
0	854
1	531
104	434
4	297
0	143
0	48
58	305
2	855
6	853
0	603
0	588
0	567
0	651
0	661
0	636
0	613
0	259
39	312
1	119
3	109
7	158
0	59
1	10
0	651
0	0
0	605
0	0
0	600
0	511
14	605
0	605
3	249
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2180
18	2954
49	3012
30	5901
3	5917
1	399
11	182
3	37
262	242
8	9
5	520
0	308
2	183
0	509
30	286
2	76
3	285
4	454
3	67
11	97
0	71
0	368
4	349
27	172
0	246
0	35
5	255
6	242
26	1892
1	1858
0	1830
4	927
12	843
0	898
1	511
47	584
15	172
29	164
22	48
4	620
12	608
0	10680
1	10780
24	11321
6	9969
5	103
14	67
0	138
28	1277
1359	6117
2	1436
20	454
3	1118
0	2831
0	2535
9	2171
39	197
5	1331
13	1316
2	1
1	1892
3	2317
0	2913
0	2282
1	1831
2	689
1	1722
1	1051
10	1978
17	1720
13	595
4	248
5	12
9	922
0	6
1	6
12	908
0	130
6	241
0	28
0	89
8	58
10	486
0	165
0	191
4	184
4	178
0	409
0	52
0	18
0	130
115	1530
4	507
9	1545
3	828
1	1493
1	1210
0	26
23	1551
43	2003
3	2189
4	385
2	462
0	550
2	418
5	16
0	261
3	273
0	18
0	50
14	51
6	7883
12	8721
0	3444
0	3434
0	8693
12	7474
1	7959
0	2878
16	8350
1	629
0	2205
36	291
86	8586
60	8726
0	145
0	8691
4	8585
3	71
0	8
5	8325
6	641
16	685
1	2364
8	430
2	810
0	401
0	18
0	26
0	26
0	22
0	26
0	26
0	26
0	27
0	26
0	17
0	26
0	3
0	8
0	0
0	6
0	6
0	3
0	2
0	0
0	2
0	2
0	0
0	0
1	0
6	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
1	2
3	72
2	64
4	32
0	29
1	50
0	72
0	44
0	10
0	49
1	14
1	394
0	774
19	1545
34	1008
0	567
27	833
3	2584
3	3121
0	595
0	321
2	95
0	734
1	650
2	34
3	153
0	0
0	0
0	0
18	191
2	210
499	795
7	797
10	727
0	778
2	765
1	736
5	532
5	648
1	619
0	624
1	617
0	609
1	172
0	131
15	130
0	1255
0	873
3	1377
0	1412
0	75
26	407
83	582
4	803
0	531
0	348
0	535
1	293
2	55
0	277
5	1142
2	306
0	1248
0	3925
0	3958
0	3905
0	630
5	167
14	3766
0	215
66	1983
0	1769
0	1630
0	980
0	958
0	1344
0	1133
2	1161
22	902
0	115
3	404
1	661
2	363
0	68
0	2971
0	2977
0	2312
0	282
0	2749
0	2326
0	2329
0	1256
3	2844
17	771
5	792
0	1079
0	1826
0	2802
0	2987
0	1608
1	2590
0	2680
1	2917
7	3117
8	280
1	636
0	2361
0	642
1	2795
8	35
3	2493
7	554
5	19760
0	5221
1	626
0	5232
3	4945
381	16305
0	19547
1014	15070
0	580
0	13000
2	2422
47	105
25	70
0	924
0	811
0	611
0	646
0	1274
69	2665
0	1419
21	763
1	1686
13	21
99	130
3	3198
0	2870
4	2676
12	2348
0	2714
0	2870
10	1752
3	20
0	1456
4	1685
0	3142
11	56
2	91
3	1437
0	1437
0	1045
0	837
0	201
8	3645
40	3707
5	3680
0	182
1	124
1	2
4	17
0	0
13	564
0	520
0	520
0	520
3	520
0	530
2	538
0	520
0	520
0	520
2	75
0	16
0	25
0	0
0	0
0	0
0	0
0	0
1	1
0	1
0	0
0	3
2	16763
0	8491
0	15600
0	17392
0	19590
25	19294
0	16507
1	9896
0	15010
0	14234
1	2048
4	12269
3	7565
2	1451
5	2034
4	4817
0	1515
0	79
0	560
0	46
26	584
223	1241
3	1316
0	784
2	298
0	0
0	2594
0	2596
0	2596
1	78
4	101
7	620
0	301
30	847
0	773
13	728
7	807
0	158
0	127
1	121
35	2340
1	2267
8	2272
0	199
0	2368
9	321
4	2953
149	19588
41	7746
11	21289
34	22484
0	20622
0	1124
3	1154
0	7242
10	4781
12	4654
20	1969
2	4
0	3
0	3
0	2
0	3
0	3
0	3
0	3
0	1
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	2
1	2
0	1
0	2
0	1
0	0
0	0
4	23
2	23
0	23
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
74	0
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
2	0
0	0
4932	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
7	0
172	0
0	0
0	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
6	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
6	79
15	30
143	41
4	80
18	24
0	0
11	1
14	0
6	87
7	87
0	0
0	0
0	0
0	0
36	8
4	8
0	5
0	0
0	0
47	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
48	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
