UniqueCount	AmbigCount
0	0
58	2108
111	2254
2	640
2	84
5	360
31	167
3	4880
0	5444
0	5011
9	209
4	345
27	5071
243	2188
65	2193
0	1716
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	332
4	583
3	117
5	236
0	145
12	127
3	483
10	229
159	260
97	113
11	257
1	136
14	8
0	9
0	9
0	9
2434	8697
10	8697
5	856
5	15768
21	17076
13	2643
7	168
2	1285
0	1
4	2750
29	124
2	674
17	96
0	2200
0	86
0	2313
0	15297
0	4536
0	4104
17	3346
2	980
2	1883
161	3379
28	2173
232	3965
169	4625
25	481
34	920
17	294
54	3093
2	0
5	2541
1	2245
142	3455
7	2
1	88
3	2812
0	2813
0	132
0	3425
0	2786
0	426
0	5
0	3
0	426
0	2
0	1001
2	885
0	115
75	523
17	124
40	3047
57	474
3	2477
0	108
2	88
0	1488
0	134
0	99
0	135
2	122
2	106
17	884
42	382
2433	1750
0	470
25	709
0	468
1	372
0	1029
7	1481
28	3451
10	3290
0	1779
8	3086
0	1826
0	108
0	204
1	1772
3	3269
1	17
5	729
0	888
3	727
10	755
0	856
7	98
3	149
0	403
0	394
0	1025
4	249
1	390
23	519
0	1129
0	1544
3	1523
0	1445
0	1506
2	850
2	44
1	61
0	116
5	54
2	100
0	54
0	895
0	91
11	1067
1	295
5	7
0	487
0	147
0	123
0	51
1	34
0	161
104	6500
1	7601
4	8076
51	6278
0	7779
7	775
190	1298
169	805
0	440
0	846
2	1011
6	289
0	1314
28	1328
13	1146
7	803
21	1
0	0
0	0
0	0
1	0
0	0
0	2011
201	1395
46	5113
40	5232
187	4640
204	4358
751	5856
0	3499
0	118
197	403
1	30
37	518
1	412
4	522
4	529
23	243
17	58
0	262
0	267
0	258
0	260
1	189
2	179
0	106
0	137
0	55
1	7
0	29
0	344
0	1145
0	0
5	201
704	2433
1	163
10	1491
0	1412
2	1746
14	360
0	311
10	27
0	66
0	0
0	23
0	23
0	23
0	9
0	1
0	2
0	3
0	19
0	7
1	23
0	22
0	23
0	23
0	322
1	264
3	264
0	284
0	308
2	204
0	263
0	263
0	302
0	53
872	32
1	32
0	0
0	0
0	0
0	0
110	1172
0	806
12	1227
0	805
1	497
0	292
10	355
22	1311
274	854
65	2087
3	519
23	2286
61	2305
0	185
0	1
0	1
30	652
41	595
3	301
0	572
0	573
93	606
1	65
6	81
2	0
0	0
0	0
0	0
0	0
0	0
0	523
1	966
0	903
0	903
0	925
0	35
2	7
0	42
0	227
0	39
0	904
0	926
0	903
0	945
0	0
0	0
0	0
0	0
0	0
0	0
2335	186
1	186
19	4548
4	2145
13	3280
4	2828
157	3273
164	1737
1477	1869
0	932
0	1466
0	44
1	213
0	92
0	241
0	261
0	268
0	296
1	273
0	1
174	134
8	68
3	5
1	10352
241	13773
175	11890
56	12045
8	9996
1	10502
7	8850
2	7693
1	6549
86	4994
4	4977
10	5396
1	3934
3	3350
4	4877
0	2137
0	1561
0	634
1	78
22	261
2	734
0	237
0	751
0	906
3	1011
0	276
0	165
14	165
1	99
0	59
0	618
3	327
0	837
0	0
0	231
20	1002
0	426
0	110
1	9
2	69
0	2
4	3
0	3
0	2
1	230
0	362
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	13093
2	17242
11	19622
34	678
209	5414
146	3457
0	13556
2	5881
575	5831
0	143
2	91
4	91
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
3	0
0	1
0	1
0	1
2	0
1	793
17	337
0	564
0	599
0	642
0	796
7	725
20	519
0	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	5
0	8
0	0
0	27
1	796
0	0
29	816
9	63
5	35
1	1
13	23
7	186
0	30
0	17
0	172
0	167
0	154
6	19
0	160
0	148
0	159
0	163
0	144
0	146
0	156
0	155
0	153
0	122
0	147
0	147
0	148
0	122
0	158
0	144
0	149
0	30
0	127
4	116
0	7
20873	3296
5	116
21	1611
7	794
0	1488
11	896
101	34
0	34
49	0
33	94
0	114
22	98
1	30
0	5
0	3
0	4
0	2
0	1
8	5229
53	5334
1	1146
34	4409
0	5
6	706
6	2952
0	2636
1	552
0	3081
0	2957
9	951
53	248
1	89
1	172
59	136
1	249
2	261
2	28
33	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	5606
272	4843
2	1223
0	1349
4	794
0	851
3	491
0	444
77	403
0	224
0	4
69	9
12	4780
12	4594
118	5731
1	1103
6	178
4	458
0	172
7	898
79	1135
0	1174
8	1108
0	1196
0	777
0	73
0	150
0	41
1	202
2	272
0	203
1	193
9	124
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	9
0	9
0	9
0	9
1	3
0	9
0	9
0	9
1	0
0	9
0	9
0	5
0	9
0	9
0	9
0	9
0	9
0	9
0	5
0	1
0	8
0	9
0	9
0	9
0	3
0	2
0	9
0	9
0	9
0	3
0	9
0	9
0	9
0	9
0	9
1	1
0	9
0	9
0	9
0	9
0	9
0	9
0	7
26	25
0	0
0	6
0	0
0	7
0	0
0	7
6	0
0	1
0	0
0	7
0	1
0	7
0	7
0	1
0	1
0	1
0	5
0	5
0	5
3	5
0	31
0	35
0	33
0	7
0	2
26	53
0	56
0	27
1	5
0	7
0	3
0	3
0	1
0	2
0	3
2	1
0	2
0	1
0	4
0	2
4	5
0	1188
50	2593
76	3532
13	2600
58	2674
71	2943
253	2942
5	2113
18	103
2	103
4	1759
30	195
2	3455
3	25
2	3431
0	1872
6	1817
2	5
0	544
1	452
6	184
0	2
0	0
0	4
0	3
0	4
0	2
0	0
0	4
0	5
1	0
0	0
0	0
68	1175
0	1170
0	1180
13	1158
0	1017
10	986
0	54
0	60
8	58
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	1
96	153
0	0
0	2
0	0
1	87
0	152
0	95
0	90
0	62
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	66
0	73
0	51
85	2420
0	1074
8	2484
0	254
0	134
0	25
0	252
0	258
5	517
51	2484
0	0
0	0
0	0
0	0
129	6024
1	2152
1710	6623
20	6063
3	240
0	289
0	261
0	284
0	7
5	28
26	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	1096
0	1170
8	746
6	1064
10	725
0	719
0	1032
1	594
105	502
9	316
0	170
3	45
61	375
2	1043
7	1031
0	667
0	643
0	643
0	720
0	746
0	697
0	693
0	320
31	368
1	126
1	118
8	172
0	52
1	12
1	721
0	0
0	744
0	0
0	742
0	614
33	747
0	744
4	276
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2595
14	3514
60	3568
31	6655
14	6680
1	432
4	203
3	62
282	283
13	10
9	523
0	311
2	192
0	515
42	325
2	90
10	283
2	452
4	66
8	99
0	72
0	377
4	368
21	156
0	223
0	36
11	277
7	267
21	1822
1	1788
0	1751
4	887
8	807
0	844
0	516
31	585
10	157
17	159
24	40
2	568
11	559
1	11352
1	11452
32	12024
2	10551
8	124
13	81
1	140
21	1343
1315	6592
4	1678
19	519
2	1268
0	3059
0	2721
8	2299
32	217
6	1447
15	1431
0	1
2	1934
6	2312
0	2903
1	2310
1	1769
1	671
2	1699
2	1028
7	1973
22	1730
16	580
6	257
1	23
15	973
0	7
1	11
8	947
0	159
6	262
0	21
0	97
2	54
9	443
0	144
0	177
1	172
8	165
5	370
0	42
1	18
2	132
157	1698
2	603
1	1706
3	880
0	1640
3	1324
1	21
23	1456
39	1888
0	2032
8	372
5	425
0	516
5	396
6	17
0	234
1	243
0	13
0	38
13	42
9	7752
21	8532
0	3223
0	3232
0	8509
9	7317
3	7768
1	2695
15	8162
0	589
0	2059
31	276
93	8392
73	8537
0	153
0	8497
0	8416
1	70
0	10
4	8141
1	649
24	656
1	2285
4	426
1	869
0	417
0	22
0	31
2	31
0	29
0	31
1	31
0	31
0	31
0	29
0	17
0	27
0	2
0	6
0	0
0	3
0	3
0	2
0	1
0	1
0	0
0	1
0	1
0	1
0	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
2	101
0	93
1	47
0	37
1	78
0	101
0	58
0	15
0	71
1	17
0	422
0	818
21	1617
29	1034
1	578
20	847
7	2662
3	3170
0	576
1	312
2	86
6	753
0	662
2	25
4	142
0	0
0	0
0	0
18	218
6	241
592	854
4	864
10	757
1	837
5	835
0	770
5	512
4	654
0	612
0	623
1	617
0	605
2	177
0	135
20	159
0	1221
0	900
4	1345
2	1386
0	74
36	436
77	583
5	779
0	538
0	355
0	554
4	277
0	78
0	306
1	1203
2	310
0	1314
1	4169
0	4210
0	4179
0	691
5	154
14	3968
0	201
65	2108
0	1924
0	1731
0	1033
0	989
0	1439
0	1219
1	1246
28	936
0	132
1	452
2	691
2	385
0	87
1	2853
0	2857
0	2269
0	253
0	2684
0	2219
0	2223
0	1184
7	2690
17	692
6	717
0	992
0	1740
1	2695
0	2891
0	1513
2	2528
0	2611
2	2821
5	3004
9	266
0	568
0	2330
0	598
0	2703
12	22
5	2430
1	543
12	23168
0	6466
1	807
0	6519
0	6182
383	18751
3	22856
1079	17350
1	740
0	15327
3	2940
40	144
30	94
0	1177
0	1029
0	794
0	857
0	1547
53	3341
0	1774
23	982
0	2082
10	40
94	167
7	4170
0	3686
17	3457
9	3002
0	3501
0	3686
6	2287
1	30
0	1924
2	2176
0	4101
12	78
2	108
1	1398
0	1396
0	997
0	793
1	205
11	3482
28	3540
1	3508
0	164
1	103
0	0
2	15
0	0
10	571
0	527
0	528
0	527
3	527
0	539
1	542
0	527
0	527
0	527
0	64
0	5
0	28
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
1	16504
0	8369
1	15366
0	17112
0	19378
16	19068
0	16230
0	9730
1	15023
0	14288
0	2084
5	12242
5	7536
2	1488
10	2108
2	4787
0	1483
0	90
0	563
0	53
29	735
265	1506
3	1610
0	954
1	395
0	0
0	2511
0	2511
0	2511
1	68
6	99
6	616
0	296
24	844
1	767
12	722
12	806
0	176
0	136
2	122
27	2469
2	2412
11	2398
2	189
0	2502
27	323
3	2975
163	20163
29	7980
11	21887
47	23215
1	21239
0	1145
4	1235
0	7724
6	5009
12	4928
23	2103
1	2
0	1
0	1
0	1
0	2
0	2
0	2
0	2
0	1
0	1
0	0
0	0
1	1
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	1
1	17
0	17
0	17
0	0
0	0
0	0
0	0
0	0
0	0
12	0
0	0
95	0
0	0
0	0
0	0
0	0
2	0
4	0
0	0
1	0
0	0
0	0
0	0
4654	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
8	0
152	0
0	0
0	0
35	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
5	0
0	0
5	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
4	59
11	29
103	39
7	72
20	14
0	0
13	2
11	1
2	100
4	100
0	0
0	0
0	0
0	0
43	16
9	16
0	11
0	0
0	0
46	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
