UniqueCount	AmbigCount
1	9
0	0
32	1725
96	1845
2	519
2	74
1	304
26	145
3	6187
3	6914
0	6344
8	286
1	437
36	6414
274	2323
68	2330
2	1828
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	441
3	821
2	114
5	349
0	228
15	183
3	686
7	294
205	309
106	120
18	306
0	167
23	5
0	3
0	3
0	3
3113	10571
11	10571
8	856
3	17098
24	18515
8	2835
11	151
4	1337
2	3
7	3008
17	114
5	708
11	91
0	2382
0	84
0	2553
0	16691
0	4715
1	4341
13	3464
4	966
2	1977
158	3511
27	2269
233	4161
181	4829
23	694
37	1346
15	427
72	4118
3	0
3	3334
1	2914
114	3587
9	2
1	103
0	3064
0	3068
0	142
0	3548
0	3036
0	487
0	8
0	2
0	488
0	4
0	1163
6	1038
0	125
58	601
16	124
51	3520
35	590
9	2960
0	129
2	61
0	1677
0	145
0	122
0	149
4	156
2	100
22	1048
96	496
3176	2199
1	620
20	853
0	563
0	465
1	1263
15	1802
33	4154
10	3909
0	2196
8	3676
0	2218
0	146
0	270
2	2137
0	3891
4	22
4	865
0	1069
5	864
4	887
0	1030
3	118
1	179
0	448
0	461
0	1243
9	313
0	464
22	663
0	1347
0	1803
2	1771
1	1674
0	1756
2	947
3	52
6	65
0	115
2	52
0	122
0	56
0	996
0	74
10	1104
0	202
4	4
0	406
1	119
1	105
1	39
0	35
0	133
207	8045
6	9449
5	10083
88	7906
0	9682
14	931
256	1575
162	1043
0	535
0	1097
1	1207
15	424
0	1728
29	1748
54	1539
15	1084
20	2
0	0
0	0
0	0
0	0
0	0
0	2314
199	1620
25	5980
42	6186
168	5460
262	5149
829	6839
0	4105
0	149
238	505
1	30
39	557
3	447
12	566
7	585
32	242
27	59
0	302
0	315
0	299
0	303
0	221
1	206
0	115
0	154
0	53
2	6
1	34
0	395
0	1405
2	0
4	302
917	3148
0	251
9	1904
0	1807
2	2162
14	488
0	434
4	37
0	96
0	0
1	16
0	16
0	16
0	10
0	0
0	2
0	3
0	15
0	4
0	19
0	18
0	19
1	19
0	581
2	479
2	479
0	531
0	551
2	368
0	479
0	479
0	538
0	102
991	39
5	38
0	0
0	0
0	0
0	1
114	1371
3	1090
22	1607
3	1090
3	582
0	338
9	427
15	1495
239	934
57	2345
8	650
30	2855
95	2881
2	209
0	0
0	0
21	584
38	537
3	285
3	513
1	515
99	547
1	47
17	78
1	0
0	0
0	0
0	0
0	0
0	0
0	460
0	930
0	854
0	849
0	866
0	37
0	8
0	32
0	247
0	42
0	850
0	867
0	854
0	909
0	0
0	0
0	0
0	0
0	0
0	0
2650	223
0	223
44	5460
14	2555
19	3925
3	3414
232	4003
170	2002
1398	2107
0	1157
0	1739
0	40
0	286
1	123
0	312
0	325
0	310
0	343
0	315
0	1
105	107
5	43
5	4
7	13273
342	17776
187	15060
49	15388
1	12693
1	13451
11	11388
7	9974
2	8534
87	6473
2	6525
5	7195
6	5149
4	4456
3	6399
2	2817
0	1956
0	773
0	71
31	304
0	923
0	242
0	786
0	928
7	1037
0	283
0	154
10	153
1	82
0	41
0	641
1	319
0	844
3	1
0	242
20	1032
0	432
0	129
1	3
2	53
0	2
0	3
0	3
0	3
2	161
0	331
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	12671
2	15985
7	18131
29	778
165	5047
57	3361
1	12765
6	5466
409	5136
0	108
0	74
7	74
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
5	0
0	351
9	151
0	252
0	269
0	283
0	355
4	317
7	235
4	25
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	2
0	0
0	27
0	744
0	0
29	772
7	65
8	36
0	0
11	19
6	138
0	20
0	11
0	135
1	125
0	121
8	13
0	124
0	113
0	119
0	124
0	110
0	110
0	121
0	121
0	118
0	90
0	113
0	113
0	114
0	90
0	117
0	108
0	112
0	25
0	92
0	80
0	6
17404	2937
3	99
18	1417
9	718
0	1372
17	779
97	42
0	42
28	0
70	242
1	272
59	235
0	53
0	5
0	1
0	5
0	3
0	2
15	6189
77	6324
1	1408
44	5237
0	5
12	896
11	3492
0	3107
4	595
0	3612
0	3474
4	1117
61	327
0	115
5	230
92	186
0	331
2	349
2	47
51	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5942
272	5101
4	1286
0	1491
5	785
4	923
2	516
0	482
85	441
0	263
0	13
68	9
11	3993
16	3830
131	4892
0	1025
2	159
1	374
0	146
8	727
79	923
0	949
10	879
0	954
0	628
0	64
0	103
0	24
6	150
4	211
1	156
2	164
16	104
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	4
0	4
1	2
0	4
0	4
0	4
0	0
0	4
0	4
0	3
0	4
0	4
0	4
0	4
0	4
0	4
0	3
0	0
0	3
0	4
0	4
0	4
0	3
0	0
0	4
0	4
0	4
0	2
0	4
0	4
0	4
0	4
0	4
1	0
0	4
0	4
0	4
0	4
0	4
0	4
0	3
20	20
0	1
0	2
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	36
1	48
0	44
0	5
0	4
15	81
1	85
0	42
2	13
0	16
0	7
0	3
0	3
0	0
0	3
0	0
0	6
0	4
0	7
0	3
7	1
1	1280
53	2967
66	4048
12	2982
76	3069
100	3432
270	3417
6	2344
24	78
2	78
12	1896
33	202
0	3732
0	29
1	3696
0	2032
3	1955
2	5
0	601
3	517
2	180
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
77	1247
0	1229
2	1247
19	1223
0	1062
4	1037
0	57
0	85
5	80
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
37	41
0	0
0	0
0	0
1	21
0	41
0	25
0	23
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	106
0	103
0	75
82	3238
1	1446
13	3330
0	376
0	195
2	33
0	348
0	321
4	696
39	3330
0	0
0	0
0	0
0	0
135	7375
0	2576
2023	8080
23	7451
5	550
0	645
0	579
0	636
0	18
5	81
16	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	1117
0	1203
9	776
6	1074
11	757
0	755
1	1017
1	623
107	520
6	330
0	170
3	49
54	351
2	1024
3	1012
0	874
0	860
1	841
0	955
0	1001
0	943
0	918
0	421
49	510
0	186
4	192
8	276
0	88
1	22
0	957
0	0
0	815
0	0
0	807
0	668
26	813
0	815
5	329
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2651
12	3673
50	3734
35	7034
7	7064
0	476
8	242
3	63
309	286
11	8
5	643
0	386
0	245
0	607
13	314
0	77
15	336
2	552
5	68
9	108
0	80
0	362
1	369
24	144
0	216
0	28
10	266
5	258
18	2068
0	2019
0	2003
1	1022
3	929
0	989
0	556
21	636
6	175
22	157
15	44
8	652
11	646
1	12318
2	12441
43	13102
2	11407
9	136
6	81
0	160
25	1487
1625	7306
4	1815
14	636
0	1384
1	3304
0	2935
3	2466
34	258
9	1541
17	1522
1	2
5	2261
2	2633
0	3275
0	2540
1	2052
1	716
1	1976
2	1175
10	2355
17	2106
13	778
1	351
3	26
9	983
0	12
0	10
9	956
0	166
7	256
1	40
0	102
4	44
8	506
1	146
0	183
0	175
6	166
1	429
0	52
1	16
0	137
139	1666
4	566
6	1679
3	864
1	1630
3	1341
0	23
19	1505
59	1974
1	2103
2	371
10	451
0	538
3	409
9	23
0	258
1	274
0	14
1	67
19	70
13	7948
14	8686
0	3436
0	3441
0	8658
11	7551
2	7965
2	2902
13	8361
0	672
0	2296
27	250
69	8563
51	8671
0	101
0	8653
1	8572
2	68
0	5
4	8332
5	678
24	667
1	2329
8	407
2	816
2	390
0	10
0	19
0	19
0	18
0	19
1	19
0	19
0	19
0	19
0	10
0	18
0	2
0	8
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	55
0	48
2	20
1	22
1	35
0	55
0	30
0	6
0	33
0	14
0	513
0	1023
24	2000
35	1283
0	682
21	1026
10	3304
5	3928
0	727
2	349
3	85
4	865
0	787
3	40
1	162
0	0
0	0
0	0
24	306
4	327
847	1354
5	1336
10	1246
1	1339
11	1297
0	1241
13	847
10	1080
0	962
0	1010
1	1003
1	992
1	258
0	194
27	223
0	1111
0	808
3	1256
1	1258
0	64
21	368
62	562
4	739
0	479
0	345
0	499
4	267
4	59
0	260
5	1309
6	394
0	1469
1	4676
0	4719
1	4678
0	799
3	210
18	4432
0	246
103	2369
0	2098
0	1918
0	1129
0	1095
0	1609
0	1330
4	1392
22	1082
0	138
1	480
2	796
1	450
0	104
0	2917
0	2927
0	2209
0	331
1	2731
0	2393
0	2401
0	1338
3	2795
25	878
6	917
0	1152
0	1932
1	2810
0	2966
0	1649
1	2544
0	2600
0	2879
6	3110
12	340
0	744
0	2281
0	641
1	2727
8	33
2	2385
1	600
7	23203
0	6257
2	794
0	6412
2	6040
398	18846
0	22782
1154	17473
0	727
0	15161
3	2809
41	140
29	95
0	1228
0	1022
0	814
0	892
0	1511
60	3254
0	1834
28	1042
0	2015
29	90
234	182
12	4271
0	3722
36	3617
12	2990
0	3547
0	3722
3	2200
1	86
0	1897
2	2137
0	4197
20	83
0	90
2	1360
0	1357
0	1041
0	811
0	211
17	4904
54	4987
7	4936
1	237
0	170
3	3
6	24
0	0
7	631
0	585
0	586
0	584
1	587
0	598
0	616
0	584
0	584
0	584
0	103
1	11
0	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	16684
0	8236
0	15500
0	17309
0	19591
29	19230
0	16421
0	9522
0	15290
0	14562
1	2115
9	12658
4	7906
6	1605
11	2228
0	5012
0	1633
0	88
0	631
0	41
30	719
271	1535
7	1629
1	986
0	408
0	0
0	2740
0	2740
0	2740
0	82
4	98
8	733
0	356
32	1022
0	954
13	857
15	970
0	171
0	164
6	173
52	3416
3	3336
12	3345
0	295
0	3475
18	408
6	3153
168	20467
45	8212
7	22301
31	23669
2	21663
0	1185
4	1134
0	7906
9	5114
22	5201
17	2253
4	3
0	1
0	0
0	1
0	3
0	3
0	3
0	3
0	2
0	2
0	1
0	0
0	2
0	1
0	0
0	1
0	2
0	2
0	2
0	2
0	0
0	0
0	0
3	18
0	18
0	18
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
95	0
0	0
0	0
0	1
0	0
5	0
1	0
0	0
3	0
0	0
2	0
0	0
4438	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
193	0
0	0
1	0
32	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
2	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
1	0
1	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	0
0	0
7	72
23	24
107	46
9	70
28	35
0	0
5	0
8	0
0	100
4	100
0	0
0	0
0	0
0	0
43	11
8	11
0	8
0	0
0	0
38	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
27	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
