"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000159259",3051.10483698113,0.101471272490789,0.0571991201710432,1.77400058230542,0.0760630539917917,0.159257019295314
"ENSG00000159128",1814.83374624277,0.109587163630498,0.0630178172604494,1.73898697851719,0.0820370534000951,0.169122540855581
"ENSG00000182871",28.2710893077191,0.886665606566746,0.519861651583611,1.70557994394426,0.0880863161566191,0.178841914621015
"ENSG00000183844",23.7344660156866,0.712194580947563,0.428560921666285,1.66182809710807,0.0965472468901505,0.193094493780301
"ENSG00000155304",2651.74109665689,-0.0924435289760838,0.0566359318337861,-1.63224168796913,0.102628581913217,0.199307680816971
"ENSG00000249209",25.7210995556179,-0.76437003084144,0.467148893677378,-1.63624497710858,0.101788326662886,0.199307680816971
"ENSG00000159055",957.487800813819,-0.123817954972325,0.0770933414276593,-1.60607845865015,0.108256672246833,0.206978205779989
"ENSG00000160256",1791.45046234708,0.125683766678904,0.078567617672746,1.59968916459206,0.109667556793875,0.206978205779989
"ENSG00000226054",184.190274568379,-0.284977956648791,0.17915975248588,-1.59063602564003,0.111691511985327,0.207870313972691
"ENSG00000173276",1282.35931435486,-0.147150036060088,0.095976016956072,-1.53319590379999,0.125227593237943,0.229869828683348
"ENSG00000270533",20.1016095174614,0.701109352140417,0.468095661232338,1.49779075134906,0.134187624486585,0.24298840109733
"ENSG00000160255",34.6832610511907,0.633266187853075,0.429524847353134,1.474341220899,0.140389741863224,0.25082967212896
"ENSG00000279208",26.6234806933661,0.745721223487502,0.514386192883431,1.44973024899309,0.147133757003026,0.259420045242177
"ENSG00000185917",725.154246219549,-0.130839717368827,0.0923984967979177,-1.41603729392895,0.156764585676351,0.272811097151053
"ENSG00000159082",969.247273678057,0.15459997523801,0.11058074115541,1.39807324153068,0.162091074322175,0.278464153322712
"ENSG00000159079",3749.03448286265,0.10025946094858,0.0730632254796847,1.37222878254201,0.169992227927483,0.288341247370667
"ENSG00000186866",1172.7561644601,0.113626274296954,0.0834754017505767,1.36119469824737,0.173452169193638,0.290532383399343
"ENSG00000159147",3127.05133914173,-0.0923992102957554,0.0687077740997389,-1.34481449161233,0.178685149215478,0.294922150280179
"ENSG00000182093",1180.95122836646,0.108517372166756,0.0810257600333052,1.33929471469506,0.180474748678916,0.294922150280179
"ENSG00000159267",1301.54875114713,0.103183571513719,0.0820497493608247,1.25757326887076,0.20854612576453,0.336688925933097
"ENSG00000142188",984.46346998399,0.0999777518949013,0.0845112819543141,1.18301071268743,0.23680490180096,0.377760200492007
"ENSG00000160284",98.1177132371817,0.25523482264023,0.240216138219876,1.06252154635259,0.287998981806247,0.45402192425926
"ENSG00000142168",9197.91103765523,-0.0577825770344198,0.0559353987543534,-1.03302342204046,0.301592937811425,0.469923879845708
"ENSG00000154719",2501.48151189221,0.0571731920911132,0.0565233263930713,1.01149730101733,0.311778472254863,0.476286625373098
"ENSG00000205726",6328.72545970641,-0.0483989237985273,0.0479484492266557,-1.00939497687907,0.312785246513676,0.476286625373098
"ENSG00000205929",10.5335832231631,0.663617958167323,0.669054596606761,0.991874148287732,0.321258921336847,0.483693207406039
"ENSG00000235374",63.7969108882796,-0.293741322975823,0.299898193441748,-0.979470131529415,0.327347739697974,0.487384412439206
"ENSG00000141959",6177.11336977166,-0.0384984880965107,0.0461480659461556,-0.834238386965767,0.404146663648344,0.572683414109285
"ENSG00000142166",3241.4348620297,-0.0583395107823804,0.0717131872976959,-0.813511614540313,0.415924789942352,0.572683414109285
"ENSG00000156304",2030.12471145436,-0.0524466445475738,0.0618749135402054,-0.847623722552675,0.396647558571517,0.572683414109285
"ENSG00000159256",1151.90502219088,-0.0610322697882924,0.0739138565557381,-0.825721625582725,0.408962021924509,0.572683414109285
"ENSG00000160193",1590.65233258043,-0.0607724585549125,0.0744141978580536,-0.816678272482854,0.414112311201298,0.572683414109285
"ENSG00000160218",3357.14351895225,-0.0447151290596476,0.0539742972711065,-0.828452269328284,0.40741441545295,0.572683414109285
"ENSG00000188681",91.0789803013968,0.199320535063931,0.243002277884014,0.820241426539498,0.412078490112099,0.572683414109285
"ENSG00000233056",25.2545442693616,0.383629953357534,0.474521790534668,0.808455925544069,0.418828168527686,0.572683414109285
"ENSG00000159140",24204.6340171987,0.0433726694636004,0.0581376465221108,0.74603414582847,0.455646788503161,0.616734036963875
"ENSG00000160294",7064.09832661942,0.0349837604257792,0.0499474498902113,0.700411342374364,0.483670454885041,0.648118409545955
"ENSG00000156239",317.420687414518,-0.092672434298058,0.135730669208233,-0.682767091908193,0.494754027139972,0.65640633303719
"ENSG00000142185",794.443725822642,-0.0647729219254124,0.0971239635826623,-0.666909787616772,0.504829758677384,0.661165617009011
"ENSG00000160190",840.482042834745,0.0698190188369042,0.105526028257163,0.661628415188313,0.508209392178568,0.661165617009011
"ENSG00000154723",4642.12813980087,0.0367285766269776,0.0566955463253286,0.647821195975831,0.517100604508151,0.666264240423963
"ENSG00000176054",9.13813931986904,-0.459092625838299,0.747618569594681,-0.614073331655198,0.539166870025789,0.68807962460434
"ENSG00000160207",136.182937288978,0.104871089187476,0.180231354133714,0.581869285128223,0.560654730720988,0.698620249491983
"ENSG00000160310",1464.17143983251,0.0467974329046638,0.0788119341429399,0.593786124063242,0.552655170993096,0.698620249491983
"ENSG00000241837",6330.26966103583,0.0336079460564604,0.0581158865526597,0.578291893147112,0.563067066754733,0.698620249491983
"ENSG00000157578",124.711808387986,-0.103676934003126,0.197496536929615,-0.524955706135114,0.599613982907693,0.719077594990947
"ENSG00000160201",8140.12631682232,-0.0270870516765908,0.0517982077179728,-0.522934149074664,0.601020079395418,0.719077594990947
"ENSG00000213885",100.445272153086,0.114845587920857,0.216611203228108,0.530192280959337,0.595978622379288,0.719077594990947
"ENSG00000229007",27.5390726059842,-0.227528698611192,0.430766481174063,-0.528194993238698,0.59736400407661,0.719077594990947
"ENSG00000157551",23.287987948931,-0.286614405177521,0.650252174379837,-0.440774235704591,0.659376447369193,0.752893228567669
"ENSG00000159200",636.408138187872,0.0394047767161763,0.0904233185077414,0.435781138830939,0.662995529634216,0.752893228567669
"ENSG00000182362",708.27887527915,-0.0376488944883032,0.0855981990833382,-0.439832787272176,0.660058218898933,0.752893228567669
"ENSG00000182670",9263.42681316117,0.0264331492911359,0.0571516379858397,0.462509041257666,0.643716320180723,0.752893228567669
"ENSG00000184787",6113.20232202389,0.0284782726260522,0.0647363635656576,0.439911528196493,0.66000118602063,0.752893228567669
"ENSG00000280081",284.602874274603,-0.0658329583959783,0.148674492896412,-0.442799279913111,0.657910924227785,0.752893228567669
"ENSG00000160305",2160.8433027995,-0.0397577951389476,0.0946812207474702,-0.419912151798169,0.674549630218317,0.759576894531551
"ENSG00000285815",29.2093153878414,0.265160440327737,0.644644859475263,0.411327937282515,0.680832086878081,0.760262497013857
"ENSG00000243646",492.584667443877,0.0443786058660265,0.110427210200459,0.401881074288355,0.687771551721861,0.761664363063879
"ENSG00000160194",2576.64061315061,-0.0234895646999561,0.0645825751911089,-0.363713658528592,0.71607184290822,0.78650513893198
"ENSG00000249624",38.2538115076913,-0.175647135792137,0.494593342370551,-0.355134452377124,0.722488867409996,0.787101692950727
"ENSG00000157540",3853.80198441334,-0.020232469951417,0.0622059314351076,-0.325249851334888,0.744991981972392,0.805071980518552
