Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
KO_1_SRR10045016_1	(0.0, 0.0)	(1.0, 5.6660241395292444e-05)	(2.0, 0.00011332048279058489)	(3.0, 0.00011332048279058489)	(4.0, 0.00011332048279058489)	(5.0, 5.6660241395292444e-05)	(6.0, 0.0)	(7.0, 0.0002833012069764622)	(8.0, 0.0005666024139529244)	(9.0, 0.00045328193116233955)	(10.0, 0.00045328193116233955)	(11.0, 0.0009065638623246791)	(12.0, 0.0012465253106964337)	(13.0, 0.0012465253106964337)	(14.0, 0.002153089173021113)	(15.0, 0.005439383173948074)	(16.0, 0.01342847721068431)	(17.0, 0.019094501350213552)	(18.0, 0.02691361466276391)	(19.0, 0.03994547018368117)	(20.0, 0.061249720948311125)	(21.0, 0.07728456926317889)	(22.0, 0.10357492127059459)	(23.0, 0.17513680615284893)	(24.0, 0.24890844044951968)	(25.0, 0.2775218623541424)	(26.0, 0.3127645325020143)	(27.0, 0.41849254294562993)	(28.0, 0.5368557872203958)	(29.0, 0.5849603321649991)	(30.0, 0.6528959615979548)	(31.0, 0.774205538425276)	(32.0, 0.8956850959767828)	(33.0, 0.9635640651683433)	(34.0, 1.0729183310612578)	(35.0, 1.304488737643818)	(36.0, 1.5541337612314763)	(37.0, 1.6818459453364656)	(38.0, 1.7335200854889723)	(39.0, 1.8612322695939612)	(40.0, 2.0678721699625933)	(41.0, 2.3966148905380797)	(42.0, 2.594869075180208)	(43.0, 2.662464743164792)	(44.0, 2.788590440510713)	(45.0, 3.072344929418337)	(46.0, 3.2980226708957874)	(47.0, 3.163737898788944)	(48.0, 2.889955612366891)	(49.0, 2.8799834098813193)	(50.0, 3.009565381952353)	(51.0, 3.4306642960021665)	(52.0, 3.3920220113705777)	(53.0, 2.706829712177306)	(54.0, 2.480698688768694)	(55.0, 2.5055158744998316)	(56.0, 2.743828849808432)	(57.0, 2.738446126875879)	(58.0, 2.520870799917956)	(59.0, 2.402904177332957)	(60.0, 2.4622841103152235)	(61.0, 2.3884558157771574)	(62.0, 2.136487722292292)	(63.0, 2.177113115372717)	(64.0, 1.9180058314720445)	(65.0, 1.5777610818933134)	(66.0, 1.3835297743902508)	(67.0, 1.2302638214159847)	(68.0, 1.212699146583444)	(69.0, 0.9840184123120438)	(70.0, 0.7200383476513763)	(71.0, 0.6667210604984062)	(72.0, 0.7520513840397165)	(73.0, 0.7671230082508643)	(74.0, 0.7794182806336428)	(75.0, 0.8621422330707698)	(76.0, 0.84962031972241)	(77.0, 0.7797015818406192)	(78.0, 0.6454734699751715)	(79.0, 0.5685288621603644)	(80.0, 0.6179932528984546)	(81.0, 0.5386689149450452)	(82.0, 0.3808134824177605)	(83.0, 0.3516334580991849)	(84.0, 0.3808134824177605)	(85.0, 0.37412757393311596)	(86.0, 0.27706858042298005)	(87.0, 0.2160455004402501)	(88.0, 0.24460226210347746)	(89.0, 0.2609204116253217)	(90.0, 0.17802647846400885)	(91.0, 0.07360165357248488)	(92.0, 0.040002130425076464)	(93.0, 0.02810347973206505)	(94.0, 0.01631814952184422)	(95.0, 0.008782337416270328)	(96.0, 0.0009632241037199715)	(97.0, 0.00045328193116233955)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KO_1_SRR10045016_2	(0.0, 0.0)	(1.0, 5.66406006622419e-05)	(2.0, 5.66406006622419e-05)	(3.0, 5.66406006622419e-05)	(4.0, 0.0001132812013244838)	(5.0, 5.66406006622419e-05)	(6.0, 5.66406006622419e-05)	(7.0, 0.0004531248052979352)	(8.0, 0.0007929684092713865)	(9.0, 0.0004531248052979352)	(10.0, 0.00033984360397345143)	(11.0, 0.0009628902112581123)	(12.0, 0.0014160150165560476)	(13.0, 0.0016992180198672573)	(14.0, 0.0026054676304631277)	(15.0, 0.0045312480529793525)	(16.0, 0.012234369743044251)	(17.0, 0.01874803881920207)	(18.0, 0.029509752945028028)	(19.0, 0.042140606892707974)	(20.0, 0.05845309988343364)	(21.0, 0.07283981245164309)	(22.0, 0.09266402268342776)	(23.0, 0.14114837685030684)	(24.0, 0.19875186772380682)	(25.0, 0.22809169886684813)	(26.0, 0.28065417628140865)	(27.0, 0.36720101409331424)	(28.0, 0.4733454997343556)	(29.0, 0.5454489843773895)	(30.0, 0.6078669263071801)	(31.0, 0.7358180432031846)	(32.0, 0.88551915075349)	(33.0, 0.9701402081428794)	(34.0, 1.0916342965633883)	(35.0, 1.3332064583878498)	(36.0, 1.5242552044215918)	(37.0, 1.5941497056387983)	(38.0, 1.6469387454560078)	(39.0, 1.7456066718096332)	(40.0, 1.8772394277486832)	(41.0, 2.1554014176009533)	(42.0, 2.3486591470605225)	(43.0, 2.4584286311439474)	(44.0, 2.652592610214113)	(45.0, 2.7255457038670805)	(46.0, 2.709346492077679)	(47.0, 2.7129714905200624)	(48.0, 2.653385578623384)	(49.0, 2.636676601428023)	(50.0, 2.6824422067631146)	(51.0, 2.822061287395541)	(52.0, 2.8637487694829504)	(53.0, 2.660578934907489)	(54.0, 2.557379760500884)	(55.0, 2.504704001884999)	(56.0, 2.527813366955194)	(57.0, 2.6161727039882914)	(58.0, 2.6310125413617986)	(59.0, 2.955563183156445)	(60.0, 2.8363347187624255)	(61.0, 2.2087568634247856)	(62.0, 2.0244483488698504)	(63.0, 2.0258077232857437)	(64.0, 1.9633331407552912)	(65.0, 1.954667128853968)	(66.0, 1.669651626321567)	(67.0, 1.329241616341493)	(68.0, 1.3548431678408264)	(69.0, 1.3099271715156684)	(70.0, 1.1153667082408676)	(71.0, 0.9914937145925445)	(72.0, 0.9762007524137393)	(73.0, 0.9022847685495136)	(74.0, 0.9201265577581197)	(75.0, 0.9961382438468483)	(76.0, 0.9114605458567966)	(77.0, 0.7341754657839795)	(78.0, 0.5947829475542022)	(79.0, 0.5477146084038792)	(80.0, 0.6400387874833334)	(81.0, 0.7036461820270312)	(82.0, 0.6098493473303586)	(83.0, 0.544599375367456)	(84.0, 0.4676814396681314)	(85.0, 0.3937654558039057)	(86.0, 0.3620467194330502)	(87.0, 0.3278357966330562)	(88.0, 0.27612292822842927)	(89.0, 0.22537295003506055)	(90.0, 0.23755067917744255)	(91.0, 0.3200193937416667)	(92.0, 0.39144319117675375)	(93.0, 0.3010447925198157)	(94.0, 0.1665233659469912)	(95.0, 0.09351363169336138)	(96.0, 0.06451364415429353)	(97.0, 0.03721287463509293)	(98.0, 0.006513669076157819)	(99.0, 0.001755858620529499)	(100.0, 0.0004531248052979352)
KO_2_SRR10045017_1	(0.0, 0.0)	(1.0, 4.780823162132055e-05)	(2.0, 4.780823162132055e-05)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 4.780823162132055e-05)	(6.0, 0.00014342469486396169)	(7.0, 0.0001912329264852822)	(8.0, 0.0001912329264852822)	(9.0, 0.0002390411581066028)	(10.0, 0.00014342469486396169)	(11.0, 0.00028684938972792337)	(12.0, 0.0005736987794558467)	(13.0, 0.001195205790533014)	(14.0, 0.0031075350553858364)	(15.0, 0.006167261879150353)	(16.0, 0.010709043883175805)	(17.0, 0.01357753778045504)	(18.0, 0.02127466307148765)	(19.0, 0.03351357036654572)	(20.0, 0.05072453375022111)	(21.0, 0.06329809866662842)	(22.0, 0.08815837910971511)	(23.0, 0.15241264240876995)	(24.0, 0.21724060448728064)	(25.0, 0.2425789672465805)	(26.0, 0.27198102969369264)	(27.0, 0.36128680636231947)	(28.0, 0.46938121805812527)	(29.0, 0.5176197237640376)	(30.0, 0.5653323389221157)	(31.0, 0.6658252417901314)	(32.0, 0.7699515702613676)	(33.0, 0.8212019945594232)	(34.0, 0.9258064053468726)	(35.0, 1.1297563214434263)	(36.0, 1.3366703479005015)	(37.0, 1.444573526669822)	(38.0, 1.4911865525006096)	(39.0, 1.6044442532115182)	(40.0, 1.7875497803211757)	(41.0, 2.1021757526210862)	(42.0, 2.3008667632392945)	(43.0, 2.3920370609411528)	(44.0, 2.5809751923086117)	(45.0, 2.904350070995224)	(46.0, 3.129861499552993)	(47.0, 3.019185443349636)	(48.0, 2.7395072883649108)	(49.0, 2.7074757731786256)	(50.0, 2.84339457567804)	(51.0, 3.3393571705176197)	(52.0, 3.330608264130918)	(53.0, 2.6325124659963954)	(54.0, 2.4393194020146387)	(55.0, 2.4710162595795744)	(56.0, 2.8253708723568023)	(57.0, 2.883649106703192)	(58.0, 2.6204647916278225)	(59.0, 2.4460603626732453)	(60.0, 2.544449703349923)	(61.0, 2.5277168222824606)	(62.0, 2.2376164728042873)	(63.0, 2.338204992135546)	(64.0, 2.1338248019544004)	(65.0, 1.7283631895739808)	(66.0, 1.4659916144361735)	(67.0, 1.3043519833244888)	(68.0, 1.304543216250974)	(69.0, 1.0473349301282695)	(70.0, 0.7537923879733612)	(71.0, 0.7176015566360215)	(72.0, 0.8478311795724989)	(73.0, 0.891097629189794)	(74.0, 0.9240375007768838)	(75.0, 1.0437015045250493)	(76.0, 1.0669841133246323)	(77.0, 1.0133910856771318)	(78.0, 0.8413770683036205)	(79.0, 0.7463343038404352)	(80.0, 0.8710181719088392)	(81.0, 0.7964373305795792)	(82.0, 0.5436752099976574)	(83.0, 0.48989094942367173)	(84.0, 0.5249343832020997)	(85.0, 0.5326793167247537)	(86.0, 0.41707901266440056)	(87.0, 0.3289206335546854)	(88.0, 0.3545936539353346)	(89.0, 0.3764898240178994)	(90.0, 0.26567034311967835)	(91.0, 0.1067079729787875)	(92.0, 0.0546448087431694)	(93.0, 0.040541380414879834)	(94.0, 0.02595986977037706)	(95.0, 0.013434113085591077)	(96.0, 0.0014342469486396169)	(97.0, 0.0007171234743198084)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KO_2_SRR10045017_2	(0.0, 0.0)	(1.0, 4.769379060232011e-05)	(2.0, 4.769379060232011e-05)	(3.0, 4.769379060232011e-05)	(4.0, 9.538758120464022e-05)	(5.0, 4.769379060232011e-05)	(6.0, 0.0)	(7.0, 4.769379060232011e-05)	(8.0, 9.538758120464022e-05)	(9.0, 0.00019077516240928043)	(10.0, 0.0003338565342162408)	(11.0, 0.00038155032481856086)	(12.0, 0.00042924411542088104)	(13.0, 0.0011446509744556827)	(14.0, 0.002909321226741527)	(15.0, 0.005150929385050572)	(16.0, 0.010921878047931306)	(17.0, 0.015595869526958676)	(18.0, 0.0248961586944111)	(19.0, 0.03753501320402593)	(20.0, 0.04969692980761756)	(21.0, 0.0583295059066375)	(22.0, 0.07683469666033771)	(23.0, 0.12009296473664204)	(24.0, 0.1745115798138893)	(25.0, 0.20417711756853238)	(26.0, 0.24280908795641168)	(27.0, 0.31878529638590763)	(28.0, 0.41078661845778314)	(29.0, 0.46553909006924665)	(30.0, 0.5230101077450424)	(31.0, 0.6432938476440937)	(32.0, 0.7773133992366131)	(33.0, 0.8480909844904563)	(34.0, 0.9459586428064172)	(35.0, 1.1504696169091657)	(36.0, 1.3283674558558198)	(37.0, 1.4003373858747208)	(38.0, 1.433723039296345)	(39.0, 1.4901447935788896)	(40.0, 1.610714696221555)	(41.0, 1.894731219258371)	(42.0, 2.0830739983469333)	(43.0, 2.2176181816360785)	(44.0, 2.4493623101727517)	(45.0, 2.549566964228226)	(46.0, 2.5471822746981103)	(47.0, 2.6078964701348637)	(48.0, 2.5543840370790605)	(49.0, 2.480124805111248)	(50.0, 2.5166582487126252)	(51.0, 2.6611704342376554)	(52.0, 2.788465161355248)	(53.0, 2.6927437236163914)	(54.0, 2.6190568171358066)	(55.0, 2.525720068927066)	(56.0, 2.5001561971642228)	(57.0, 2.6152413138876214)	(58.0, 2.664604387161022)	(59.0, 3.0170138059215654)	(60.0, 2.909750470856948)	(61.0, 2.232355562932195)	(62.0, 2.0141087771359785)	(63.0, 2.009864029772372)	(64.0, 1.987543335770486)	(65.0, 2.07930618888935)	(66.0, 1.7744951731499221)	(67.0, 1.3592253383755208)	(68.0, 1.442832553301388)	(69.0, 1.446838831711983)	(70.0, 1.2459048919044082)	(71.0, 1.1255257644241523)	(72.0, 1.1325844454332956)	(73.0, 1.0573713376534368)	(74.0, 1.0707255990220865)	(75.0, 1.1643008161838386)	(76.0, 1.067387033679924)	(77.0, 0.8558650723586345)	(78.0, 0.6909876382464138)	(79.0, 0.6416245649730125)	(80.0, 0.7801273328821501)	(81.0, 0.912859152128407)	(82.0, 0.815563819299674)	(83.0, 0.7238963537620147)	(84.0, 0.6227378238944937)	(85.0, 0.5382721207377847)	(86.0, 0.4948707712896735)	(87.0, 0.43482428892135244)	(88.0, 0.3783548408482054)	(89.0, 0.32054996663819346)	(90.0, 0.3542694765940338)	(91.0, 0.46520523353503035)	(92.0, 0.5409429730115147)	(93.0, 0.42361624812980725)	(94.0, 0.2449553085335161)	(95.0, 0.13549805910119142)	(96.0, 0.08742271817405277)	(97.0, 0.049840011179424513)	(98.0, 0.007964863030587459)	(99.0, 0.0018600578334904843)	(100.0, 9.538758120464022e-05)
KO_3_SRR10045018_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 5.749472485899419e-05)	(7.0, 0.00022997889943597675)	(8.0, 0.0003449683491539651)	(9.0, 0.00017248417457698255)	(10.0, 0.0004599577988719535)	(11.0, 0.000632441973448936)	(12.0, 0.0003449683491539651)	(13.0, 0.0009774103226029012)	(14.0, 0.002989725692667698)	(15.0, 0.007186840607374273)	(16.0, 0.013223786717568662)	(17.0, 0.016271007135095356)	(18.0, 0.025182689488239457)	(19.0, 0.03978634960242398)	(20.0, 0.06399162876806053)	(21.0, 0.08273490907209263)	(22.0, 0.11211471347503867)	(23.0, 0.18047594133238276)	(24.0, 0.2556215467230882)	(25.0, 0.2917857286593955)	(26.0, 0.3340443514307562)	(27.0, 0.4389147295735616)	(28.0, 0.5605160726503343)	(29.0, 0.6193906709059444)	(30.0, 0.6696410604327052)	(31.0, 0.7798584479873971)	(32.0, 0.9016322752387469)	(33.0, 0.9633241150124476)	(34.0, 1.0757837968366402)	(35.0, 1.3233560820794692)	(36.0, 1.563741526714924)	(37.0, 1.6693018415560372)	(38.0, 1.7238068407223635)	(39.0, 1.8336217652030424)	(40.0, 2.0598060127983255)	(41.0, 2.3713124320843564)	(42.0, 2.511887034364597)	(43.0, 2.5886999867762133)	(44.0, 2.688625818581145)	(45.0, 2.878645884240121)	(46.0, 3.0453230916063454)	(47.0, 2.9194671388900066)	(48.0, 2.719960443629297)	(49.0, 2.761931592776363)	(50.0, 2.87870337896498)	(51.0, 3.1215610967693714)	(52.0, 3.117134002955229)	(53.0, 2.649701889851606)	(54.0, 2.4282322096947606)	(55.0, 2.46485634942994)	(56.0, 2.7042643837427915)	(57.0, 2.738933702832765)	(58.0, 2.571796537667669)	(59.0, 2.393562890604787)	(60.0, 2.354293993526094)	(61.0, 2.3591810451391084)	(62.0, 2.224700883693921)	(63.0, 2.2694317796342185)	(64.0, 2.069177652950342)	(65.0, 1.672176577798987)	(66.0, 1.395052003978635)	(67.0, 1.2695410196114507)	(68.0, 1.274888029023337)	(69.0, 1.069229398202715)	(70.0, 0.7725566179303048)	(71.0, 0.6873494356892755)	(72.0, 0.7761787855964215)	(73.0, 0.8036037693541618)	(74.0, 0.79227730855694)	(75.0, 0.8423552139091237)	(76.0, 0.9047369903811325)	(77.0, 0.8924331192613078)	(78.0, 0.7136245249498359)	(79.0, 0.6096165676799153)	(80.0, 0.7433492977019358)	(81.0, 0.7198914499594662)	(82.0, 0.5067010101823157)	(83.0, 0.4505861587199374)	(84.0, 0.44828636972557767)	(85.0, 0.45340340023802816)	(86.0, 0.37595800585296296)	(87.0, 0.2910382972362286)	(88.0, 0.30012246376394963)	(89.0, 0.3115639140108895)	(90.0, 0.23486595104899124)	(91.0, 0.10590528319026728)	(92.0, 0.055942367287801345)	(93.0, 0.04116622299903984)	(94.0, 0.025757636736829397)	(95.0, 0.013683744516440615)	(96.0, 0.0022997889943597674)	(97.0, 0.0011498944971798837)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
KO_3_SRR10045018_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0003442012980978289)	(8.0, 0.0006884025961956578)	(9.0, 0.0004015681811141337)	(10.0, 0.0005163019471467433)	(11.0, 0.001204704543342401)	(12.0, 0.0014915389584239252)	(13.0, 0.0018357402565217541)	(14.0, 0.00309781168288046)	(15.0, 0.006941392844972883)	(16.0, 0.01525959088233708)	(17.0, 0.020652077885869733)	(18.0, 0.027421370081793704)	(19.0, 0.04159099018682099)	(20.0, 0.06115309729538093)	(21.0, 0.07337224337785386)	(22.0, 0.09499955827500078)	(23.0, 0.1465723861066588)	(24.0, 0.20864335353030064)	(25.0, 0.24082617490244762)	(26.0, 0.2840234378137252)	(27.0, 0.37483521362853567)	(28.0, 0.4843485933066616)	(29.0, 0.5461900931982382)	(30.0, 0.6064826872483745)	(31.0, 0.7385986188349245)	(32.0, 0.8941202386921268)	(33.0, 0.9772448521827525)	(34.0, 1.1002968162527265)	(35.0, 1.33544366973656)	(36.0, 1.5303189713429473)	(37.0, 1.614017253663736)	(38.0, 1.644364334779361)	(39.0, 1.7039111593502858)	(40.0, 1.8330440130199879)	(41.0, 2.1190179248562675)	(42.0, 2.306951833617682)	(43.0, 2.3992551483909166)	(44.0, 2.553801531236841)	(45.0, 2.60319441751388)	(46.0, 2.5851812162467604)	(47.0, 2.6128894207436355)	(48.0, 2.611742083083309)	(49.0, 2.582714440277059)	(50.0, 2.583689677288336)	(51.0, 2.7360561185796417)	(52.0, 2.8182628619420065)	(53.0, 2.6676174271411903)	(54.0, 2.589827933771081)	(55.0, 2.4834697326588517)	(56.0, 2.4209398301710796)	(57.0, 2.509858498846352)	(58.0, 2.552195258512385)	(59.0, 2.769959946442278)	(60.0, 2.7306062646930926)	(61.0, 2.2510191226767846)	(62.0, 2.031074493192272)	(63.0, 2.0203468860682228)	(64.0, 1.9656188796706682)	(65.0, 1.9106040388580319)	(66.0, 1.6573866172240623)	(67.0, 1.4154131046612888)	(68.0, 1.405832835197566)	(69.0, 1.3469744132228372)	(70.0, 1.1553690239483791)	(71.0, 1.0129844203019105)	(72.0, 1.0143612254943017)	(73.0, 0.9727128684244645)	(74.0, 0.9783348229600624)	(75.0, 1.0270966735239215)	(76.0, 0.9581416801383229)	(77.0, 0.7814516804481041)	(78.0, 0.6207670411194345)	(79.0, 0.5673584730312546)	(80.0, 0.6454921676994618)	(81.0, 0.7446221415516364)	(82.0, 0.706301063696745)	(83.0, 0.6469837066578857)	(84.0, 0.5686779113406296)	(85.0, 0.4765466972164441)	(86.0, 0.41745880770965016)	(87.0, 0.372081603243753)	(88.0, 0.33186741824932336)	(89.0, 0.288325954039948)	(90.0, 0.29922566181304594)	(91.0, 0.366803850006253)	(92.0, 0.41986821679633496)	(93.0, 0.3362273013585625)	(94.0, 0.20307876587771903)	(95.0, 0.11220962317989222)	(96.0, 0.07090546740815276)	(97.0, 0.041304155771739466)	(98.0, 0.006769292195923968)	(99.0, 0.0009178701282608771)	(100.0, 0.0)
WT_1_SRR10045019_1	(0.0, 0.00010353740728872286)	(1.0, 0.0001553061109330843)	(2.0, 0.0001553061109330843)	(3.0, 5.176870364436143e-05)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.00010353740728872286)	(7.0, 0.00010353740728872286)	(8.0, 0.0)	(9.0, 0.0001553061109330843)	(10.0, 0.0004659183327992529)	(11.0, 0.0010353740728872287)	(12.0, 0.00144952370204212)	(13.0, 0.00144952370204212)	(14.0, 0.002950816107728602)	(15.0, 0.007402924621143685)	(16.0, 0.013252788132956526)	(17.0, 0.016203604240685128)	(18.0, 0.024124215898272426)	(19.0, 0.03872299032598235)	(20.0, 0.05559958771404418)	(21.0, 0.06564271622105029)	(22.0, 0.10032774766277246)	(23.0, 0.1804139322005996)	(24.0, 0.25418433489381465)	(25.0, 0.28286419671279084)	(26.0, 0.30999099742243624)	(27.0, 0.4185499689646622)	(28.0, 0.5471951975209003)	(29.0, 0.5938905682081144)	(30.0, 0.6537351896209962)	(31.0, 0.767885181156813)	(32.0, 0.878152519919303)	(33.0, 0.9348910191135231)	(34.0, 1.0635880163734057)	(35.0, 1.3104729640533652)	(36.0, 1.5501102932231143)	(37.0, 1.6714043658618531)	(38.0, 1.7340444972715303)	(39.0, 1.8665723786010957)	(40.0, 2.061378010414828)	(41.0, 2.367227511545715)	(42.0, 2.5487803552264907)	(43.0, 2.6676412987939444)	(44.0, 2.8134219682564665)	(45.0, 3.018943721724581)	(46.0, 3.1971833683721176)	(47.0, 3.126777931415786)	(48.0, 2.899358016306106)	(49.0, 2.834440061936077)	(50.0, 2.9263812796084627)	(51.0, 3.3595817917044792)	(52.0, 3.3007207756608405)	(53.0, 2.5904541616602015)	(54.0, 2.3723526132065067)	(55.0, 2.414751181491239)	(56.0, 2.714129594666581)	(57.0, 2.7122659213353844)	(58.0, 2.453888321446376)	(59.0, 2.3692982596914898)	(60.0, 2.4930254614015133)	(61.0, 2.4524905664479784)	(62.0, 2.203534870622244)	(63.0, 2.2376504463238787)	(64.0, 1.9907654986439187)	(65.0, 1.6347521236816451)	(66.0, 1.424726492996471)	(67.0, 1.2896619451883318)	(68.0, 1.2620692261458872)	(69.0, 1.012233462358199)	(70.0, 0.7396712376706361)	(71.0, 0.6897662073574717)	(72.0, 0.784917084655808)	(73.0, 0.7932518459425503)	(74.0, 0.7850723907667411)	(75.0, 0.8640196638243922)	(76.0, 0.8523199368007667)	(77.0, 0.7942354513117931)	(78.0, 0.6773934871864693)	(79.0, 0.6066774380082716)	(80.0, 0.6765651879281596)	(81.0, 0.59383879950447)	(82.0, 0.41000813286334253)	(83.0, 0.37858452975121515)	(84.0, 0.42175962859061256)	(85.0, 0.414512010080402)	(86.0, 0.2986018826206768)	(87.0, 0.23311447251055953)	(88.0, 0.2574457632234094)	(89.0, 0.27411528579689376)	(90.0, 0.19138889737320422)	(91.0, 0.0770318310228098)	(92.0, 0.03768761625309512)	(93.0, 0.026091426636758158)	(94.0, 0.01444346831677684)	(95.0, 0.0079206116575873)	(96.0, 0.00144952370204212)	(97.0, 0.00072476185102106)	(98.0, 5.176870364436143e-05)	(99.0, 5.176870364436143e-05)	(100.0, 0.0)
WT_1_SRR10045019_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.00020643605694745066)	(4.0, 0.0004128721138949013)	(5.0, 0.00020643605694745066)	(6.0, 0.0)	(7.0, 0.00020643605694745066)	(8.0, 0.0004128721138949013)	(9.0, 0.0005676991566054894)	(10.0, 0.0007741352135529401)	(11.0, 0.0013934433843952921)	(12.0, 0.0019611425410007814)	(13.0, 0.0019611425410007814)	(14.0, 0.002941713811501172)	(15.0, 0.007173652978923911)	(16.0, 0.013624779758531744)	(17.0, 0.01687614765545409)	(18.0, 0.026888296417405446)	(19.0, 0.03762297137867288)	(20.0, 0.05212510437923129)	(21.0, 0.06585310216623676)	(22.0, 0.09021255688603595)	(23.0, 0.14202800717984604)	(24.0, 0.20122354650952753)	(25.0, 0.23301469927943494)	(26.0, 0.28142395463361214)	(27.0, 0.37390730814607)	(28.0, 0.47795108084758514)	(29.0, 0.537765928348109)	(30.0, 0.5999547905035285)	(31.0, 0.7340866185051346)	(32.0, 0.8946422617960144)	(33.0, 0.9840806834684973)	(34.0, 1.0838409079883529)	(35.0, 1.3075143756909156)	(36.0, 1.5243754535142127)	(37.0, 1.6172716791405652)	(38.0, 1.6437471034440758)	(39.0, 1.7003621920619143)	(40.0, 1.839861357544154)	(41.0, 2.141206391673195)	(42.0, 2.335875593374641)	(43.0, 2.480277615209383)	(44.0, 2.6882103335697027)	(45.0, 2.7219626288806107)	(46.0, 2.6858879279290435)	(47.0, 2.722685155079927)	(48.0, 2.670302005629511)	(49.0, 2.6038812043066693)	(50.0, 2.627569741841389)	(51.0, 2.7407483100628287)	(52.0, 2.7818806944096086)	(53.0, 2.6173511570224903)	(54.0, 2.5279127353500073)	(55.0, 2.468872023063036)	(56.0, 2.4765617661843287)	(57.0, 2.5752898104194473)	(58.0, 2.6070293541751175)	(59.0, 2.8843245876697807)	(60.0, 2.7986020150223516)	(61.0, 2.227393445448756)	(62.0, 2.018686591874883)	(63.0, 2.027356906266676)	(64.0, 1.9864309579768442)	(65.0, 2.0057843383156677)	(66.0, 1.7175479938027896)	(67.0, 1.3587621268281205)	(68.0, 1.3870954756441578)	(69.0, 1.3356412884500057)	(70.0, 1.1479909126847732)	(71.0, 1.04095381715752)	(72.0, 1.0258323759861192)	(73.0, 0.9308201807760551)	(74.0, 0.9251947982242371)	(75.0, 0.9989956885829506)	(76.0, 0.9153890855192331)	(77.0, 0.7429633689538749)	(78.0, 0.5994903093753967)	(79.0, 0.5455072804836384)	(80.0, 0.6369584537113591)	(81.0, 0.7171072528212068)	(82.0, 0.6445449788041778)	(83.0, 0.5827173797484163)	(84.0, 0.4976657242860667)	(85.0, 0.42324552575651075)	(86.0, 0.37648775885791314)	(87.0, 0.319046926012285)	(88.0, 0.28039177434887486)	(89.0, 0.23260182716554004)	(90.0, 0.24937475679252039)	(91.0, 0.3375745621233187)	(92.0, 0.3997118152645014)	(93.0, 0.3088283411933862)	(94.0, 0.1787736253164923)	(95.0, 0.10461147185812064)	(96.0, 0.0696721692197646)	(97.0, 0.04010020406204229)	(98.0, 0.006554344808081558)	(99.0, 0.0012902253559215666)	(100.0, 0.0)
